,,Subject1:Head_Head_End,Subject1:L_Collar_L_Humerus,,,Subject1:L_Elbow_L_Wrist,Subject1:L_Femur_L_Tibia,Subject1:L_Foot_L_Toe,Subject1:L_Humerus_L_Elbow,,Subject1:L_Tibia_L_Foot,,,Subject1:L_Wrist_L_Wrist_End,Subject1:LowerBack_Head,,,Subject1:LowerBack_L_Collar,,,Subject1:LowerBack_R_Collar,,,Subject1:R_Collar_R_Humerus,,,Subject1:R_Elbow_R_Wrist,Subject1:R_Femur_R_Tibia,Subject1:R_Foot_R_Toe,Subject1:R_Humerus_R_Elbow,,Subject1:R_Tibia_R_Foot,,,Subject1:R_Wrist_R_Wrist_End,Subject1:Root_L_Femur,,,Subject1:Root_LowerBack,,,Subject1:Root_R_Femur,,,Subject1:World_Root,,,,,,Subject1:Head_Head_End,Subject1:L_Collar_L_Humerus,,,Subject1:L_Elbow_L_Wrist,Subject1:L_Femur_L_Tibia,Subject1:L_Foot_L_Toe,Subject1:L_Humerus_L_Elbow,,Subject1:L_Tibia_L_Foot,,,Subject1:L_Wrist_L_Wrist_End,Subject1:LowerBack_Head,,,Subject1:LowerBack_L_Collar,,,Subject1:LowerBack_R_Collar,,,Subject1:R_Collar_R_Humerus,,,Subject1:R_Elbow_R_Wrist,Subject1:R_Femur_R_Tibia,Subject1:R_Foot_R_Toe,Subject1:R_Humerus_R_Elbow,,Subject1:R_Tibia_R_Foot,,,Subject1:R_Wrist_R_Wrist_End,Subject1:Root_L_Femur,,,Subject1:Root_LowerBack,,,Subject1:Root_R_Femur,,,Subject1:World_Root,,,,,,
Frame,Sub Frame,,RX,RY,RZ,R,R,,R1,R2,RX,RY,RZ,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,R,R,,R1,R2,RX,RY,RZ,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ,,RX',RY',RZ',R',R',,R1',R2',RX',RY',RZ',,RX',RY',RZ',RX',RY',RZ',RX',RY',RZ',RX',RY',RZ',R',R',,R1',R2',RX',RY',RZ',,RX',RY',RZ',RX',RY',RZ',RX',RY',RZ',RX',RY',RZ',TX',TY',TZ'
,,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm,,deg/s,deg/s,deg/s,deg/s,deg/s,,deg/s,deg/s,deg/s,deg/s,deg/s,,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,,deg/s,deg/s,deg/s,deg/s,deg/s,,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,mm/s,mm/s,mm/s
740,0,,,,,,,,,,,,,101.340004,203.192398,1607.566406,146.691528,122.098175,1336.317749,53.689339,321.868652,1519.491211,51.624866,366.458740,1311.741211,224.851273,179.453247,1496.380249,-92.972649,183.984039,1541.633789,-148.028534,172.998535,1335.754395,-167.469131,162.471832,1238.598877,-125.274155,277.318970,1273.092163,-52.458652,326.423065,1384.262329,-75.163261,374.049164,1336.576172,,,,267.961151,329.005646,1552.840332,337.429291,332.420929,1441.663086,415.990204,279.548889,1268.830566,360.359253,340.464539,1254.909058,236.648453,424.883453,1345.415161,210.069992,430.575226,1277.904907,,,,-35.786888,282.857452,1120.357666,213.575500,343.709503,1109.089111,79.701004,115.744118,1042.071411,194.433289,139.170563,1061.837280,-96.585716,362.010284,1033.884033,-110.765572,693.231140,966.500793,-100.264076,530.516174,791.027039,-63.609756,388.901459,678.506287,2.658338,340.969818,689.658752,-41.718864,525.895081,550.600403,266.312164,333.346191,807.370117,243.284271,295.761627,569.731201,261.700897,245.691452,441.588776,229.804077,161.472717,137.663879,172.956848,96.293045,121.748802,202.733414,316.306305,47.992134
741,0,,,,,,,,,,,,,102.024147,202.395828,1597.876953,150.011307,125.799271,1324.052124,51.201485,322.396545,1511.040771,48.990780,370.294037,1301.317383,227.078491,183.921066,1486.551880,-91.795242,178.604843,1532.630859,-146.888092,170.918152,1326.117676,-166.790482,161.868362,1230.031250,-127.119720,276.605652,1266.425659,-54.457901,324.723969,1377.576660,-78.702332,372.995850,1331.464111,,,,266.321289,334.650787,1545.489624,334.899567,340.597839,1433.556641,415.741913,291.627686,1261.849854,358.592316,351.359711,1248.891357,233.207352,431.675751,1340.341553,206.450500,437.603638,1272.998047,,,,-34.717869,289.018951,1112.106812,216.515167,348.469604,1096.938721,77.737297,120.906380,1031.464722,193.168121,142.707336,1048.770752,-96.448914,365.183472,1038.630859,-112.812454,699.194763,988.837769,-102.694328,539.659302,810.904602,-65.378021,398.760437,695.649902,-2.957668,345.030548,701.945435,-45.642895,541.578796,575.059326,266.047577,324.947296,798.047729,240.112228,274.891815,562.937988,257.786438,225.643250,434.451263,224.710892,151.312607,126.937149,167.802887,85.997360,105.787735,201.859283,313.496979,46.849648
742,0,,,,,,,,,,,,,102.052254,202.002411,1590.216919,152.418457,129.122498,1314.233154,48.437313,323.305573,1504.280762,46.704723,373.942780,1292.513062,228.658798,188.044678,1479.103760,-91.407768,174.173798,1525.299194,-146.184753,169.363358,1318.018311,-166.309006,161.598267,1222.954468,-129.047546,276.273468,1261.083130,-56.752735,323.562653,1372.248413,-82.329407,372.459412,1327.579590,,,,264.425232,339.922272,1540.044922,332.162750,347.963257,1427.449951,415.239014,302.506195,1256.912354,356.930756,361.270264,1244.674438,230.067719,438.244232,1336.504639,203.448242,444.463959,1269.249878,,,,-33.401409,295.313202,1106.242432,219.763733,352.022461,1086.890137,74.828239,125.193459,1024.537720,191.028702,145.194580,1038.680542,-95.926292,367.770599,1044.375122,-114.483940,703.189270,1007.328247,-104.380630,547.068359,826.389648,-66.345345,407.649689,707.961670,-7.602187,349.055542,709.679504,-49.269997,555.879517,594.496521,266.038666,317.860107,791.431396,237.295380,258.869873,558.767395,254.161926,210.471527,430.091492,220.067017,144.298401,119.860115,163.476059,79.257767,95.245277,201.208267,312.189026,46.964478
743,0,,,,,,,,,,,,,101.271210,202.145706,1585.216309,153.780716,131.886108,1307.757202,45.501358,324.578644,1499.788940,44.945919,377.161346,1286.152222,229.406586,191.693420,1474.680664,-91.953903,171.109268,1520.161133,-145.927109,168.404022,1312.035278,-165.935455,161.635590,1217.808228,-130.870483,276.370850,1257.332642,-59.304859,323.124268,1368.640015,-85.808716,372.535309,1325.064941,,,,262.236237,344.619415,1537.015259,329.351410,354.261871,1423.945679,414.410950,311.734772,1254.418091,355.290039,369.770599,1242.594238,227.134537,444.293121,1334.271240,200.923141,450.800354,1267.013794,,,,-31.999912,301.175629,1103.269897,222.944946,354.206390,1079.802612,71.345840,128.289917,1021.647217,188.246201,146.611771,1032.334106,-95.141312,369.806396,1050.840088,-115.869705,705.627930,1021.066162,-105.378326,552.778076,837.006104,-66.534241,415.403259,715.221558,-10.761345,353.326324,712.947144,-52.541569,568.356079,608.250427,265.902283,312.704407,787.522400,234.784729,248.679749,556.760986,250.897919,200.906189,428.069458,216.246628,140.325470,116.076660,160.203476,75.761597,89.695183,200.717987,311.833984,47.486603
744,0,,,,,,,,,,,,,99.606369,202.903915,1583.249268,154.047333,134.022110,1305.190186,42.551453,326.223511,1497.945190,43.829269,379.767059,1282.909546,229.215408,194.781265,1473.639160,-93.505226,169.806549,1517.615356,-146.125381,168.154465,1308.622681,-165.625854,161.996628,1214.947388,-132.429321,276.952881,1255.382935,-62.038246,323.567383,1367.026855,-88.902580,373.297882,1324.004517,,,,259.779846,348.578217,1536.716919,326.619415,359.293823,1423.426270,413.246796,318.949249,1254.594849,353.619934,376.497253,1242.861084,224.367966,449.495850,1333.966309,198.732986,456.218872,1266.622681,,,,-30.705490,305.985291,1103.437866,225.656830,355.006317,1076.197266,67.748207,130.059433,1022.685669,185.196320,147.019669,1029.942749,-94.313583,371.403076,1057.553589,-117.070221,706.925720,1029.419800,-105.825607,556.913330,842.471130,-66.113266,421.913147,717.354797,-12.153859,357.771729,711.893066,-55.348282,578.667480,615.819092,265.399933,309.964233,786.236145,232.654190,244.878555,556.531250,248.121521,197.293396,428.021576,213.466248,139.202637,115.288712,157.980972,75.085121,88.537994,200.316742,312.024994,47.895008
745,0,,,,,,,,,,,,,97.061119,204.294464,1584.415894,153.238922,135.593262,1306.670410,39.748463,328.274750,1498.879639,43.358356,381.661713,1283.093750,228.059982,197.264359,1476.036255,-96.064377,170.553772,1517.883911,-146.799072,168.756241,1308.048096,-165.393204,162.727966,1214.604370,-133.618362,278.062775,1255.366211,-64.848953,325.001373,1367.550049,-91.411125,374.789642,1324.421753,,,,257.143829,351.691498,1539.222168,324.102417,362.935364,1425.988281,411.802307,323.916840,1257.469482,351.926331,381.200623,1245.539062,221.802200,453.543152,1335.823242,196.776810,460.355377,1268.336792,,,,-29.691881,309.242950,1106.690308,227.552902,354.564667,1076.162964,64.492699,130.585434,1027.176147,182.323578,146.561752,1031.212280,-93.718971,372.711670,1063.914795,-118.191620,707.417786,1032.087524,-105.917786,559.647034,842.686829,-65.371056,427.126495,714.424255,-11.838485,362.077332,706.715271,-57.560822,586.596558,616.906555,264.484650,309.886810,787.481140,231.070358,247.446564,557.890198,245.996155,199.500443,429.756592,211.790558,140.750229,117.290321,156.680862,76.930145,91.319817,199.932297,312.528351,47.962723
746,0,,,,,,,,,,,,,93.712051,206.300858,1588.578735,151.417068,136.754868,1311.969482,37.214249,330.754028,1502.482422,43.423870,382.831146,1286.582275,225.977646,199.129715,1481.671387,-99.562454,173.478012,1520.980469,-147.976227,170.342194,1310.372070,-165.308929,163.888840,1216.856934,-134.398621,279.720459,1257.323975,-67.613853,327.467194,1370.195801,-93.201363,377.013916,1326.280884,,,,254.442154,353.906616,1544.351318,321.893982,365.141205,1431.447632,410.187439,326.556335,1262.868164,350.273224,383.774872,1250.539551,219.537781,456.188995,1339.945068,195.026581,462.953339,1272.292603,,,,-29.107622,310.737885,1112.623291,228.399414,353.138336,1079.403198,61.927418,130.118591,1034.429077,180.008789,145.433746,1035.568237,-93.623466,373.868011,1069.295410,-119.340752,707.299622,1029.082764,-105.876579,561.147339,837.729431,-64.648911,431.027618,706.616150,-10.212140,365.881683,697.661987,-59.084656,592.051025,611.461426,263.280792,312.442230,791.176270,230.243805,255.847458,560.861694,244.713135,206.962677,433.272003,211.197845,144.830994,121.951149,156.166748,81.179001,97.811783,199.512802,313.281525,47.725609
747,0,,,,,,,,,,,,,89.696808,208.887421,1595.401489,148.652939,137.673264,1320.619995,35.021637,333.640869,1508.442505,43.836555,383.351654,1292.921631,223.048737,200.380188,1490.135864,-103.856148,178.544998,1526.699707,-149.685944,172.998795,1315.452026,-165.494949,165.534668,1221.598145,-134.800079,281.918945,1261.182861,-70.201645,330.923950,1374.794922,-94.222183,379.929321,1329.487915,,,,251.775711,355.207001,1551.708252,320.041382,365.927673,1439.388306,408.539032,326.927704,1270.434204,348.767456,384.256317,1257.622559,217.713013,457.284973,1346.277222,193.536957,463.918945,1278.466064,,,,-29.094975,310.587219,1120.524780,228.093994,351.017853,1085.388062,60.211929,128.971664,1043.678345,178.458862,143.836304,1042.385010,-94.222527,374.950500,1073.147705,-120.608665,706.600220,1020.681519,-105.915665,561.527222,827.837830,-64.256027,433.614288,694.218689,-7.873160,368.909515,685.018738,-59.906292,595.045776,599.695129,262.027039,317.356598,797.218872,230.386002,269.202881,565.585388,244.478973,218.864182,438.666473,211.633820,151.338806,129.183472,156.351410,87.833801,107.929070,199.046753,314.381378,47.466503
748,0,,,,,,,,,,,,,85.188667,211.990570,1604.386108,145.010239,138.450943,1332.019531,33.209244,336.873688,1516.304077,44.384079,383.374756,1301.492432,219.375763,201.024780,1500.865112,-108.735802,185.593369,1534.631226,-151.951538,176.749390,1322.952026,-166.107529,167.706512,1228.528442,-134.914246,284.626282,1266.735229,-72.490822,335.245117,1381.038940,-94.501953,383.448608,1333.888184,,,,249.222504,355.589905,1560.742065,318.552338,365.346375,1449.232422,406.987213,325.198822,1279.663940,347.529663,382.795898,1266.412842,216.468231,456.797638,1354.597656,192.427124,463.328217,1286.657471,,,,-29.789618,309.154419,1129.534302,226.656769,348.451111,1093.515503,59.299774,127.428604,1054.179932,177.669296,141.934326,1051.106812,-95.603012,375.962006,1075.080078,-122.047119,705.188660,1007.353760,-106.205467,560.809937,813.384277,-64.400749,434.876495,677.593018,-5.429804,370.999908,669.084290,-60.104469,595.675415,582.068970,261.010193,324.200958,805.440308,231.671646,286.494843,572.188843,245.473633,234.371704,446.013733,213.027267,160.158691,138.913605,157.210068,96.924126,121.627769,198.578873,316.077576,47.676991
749,0,,,,,,,,,,,,,80.369560,215.510880,1614.919678,140.540070,139.100143,1345.493896,31.800724,340.360565,1525.527710,44.899971,383.086578,1311.635010,215.064911,201.075256,1513.189819,-113.946266,194.374847,1544.197754,-154.782852,181.562759,1332.364258,-167.315216,170.429459,1237.180176,-134.878937,287.790131,1273.643433,-74.392761,340.232635,1388.509033,-94.131500,387.442963,1339.259277,,,,246.850983,355.050507,1570.824951,317.410217,363.461182,1460.310791,405.624969,321.601990,1289.952515,346.658142,379.620392,1276.422363,215.915405,454.805634,1364.526489,191.841202,461.387604,1296.502930,,,,-31.290047,306.929901,1138.854126,224.208099,345.607025,1103.214355,58.976490,125.705170,1065.284424,177.453354,139.837250,1061.274048,-97.730278,376.836700,1074.885620,-123.649605,702.809082,989.689819,-106.845024,558.922241,794.828430,-65.160400,434.782227,657.145325,-3.357658,372.087341,650.143677,-59.826382,594.089294,559.248596,260.502563,332.495148,815.590454,234.204376,306.754547,580.710266,247.786575,252.806091,455.296082,215.266632,171.110947,151.075821,158.752167,108.410858,138.813797,198.218018,318.757080,49.000172
750,0,,,,,,,,,,,,,75.414108,219.319855,1626.330566,135.282028,139.570206,1360.328735,30.820807,343.992401,1535.544556,45.324638,382.667236,1322.715820,210.218170,200.546738,1526.389648,-119.214546,204.588348,1554.714355,-158.166199,187.373322,1343.047729,-169.274582,173.717773,1246.968872,-134.858978,291.345062,1281.470459,-75.868584,345.647827,1396.716553,-93.242119,391.756714,1345.311646,,,,244.735382,353.576080,1581.327148,316.593048,360.333252,1471.931152,404.487457,316.392853,1300.652100,346.200226,374.992920,1287.089478,216.118805,451.482971,1375.556641,191.905090,458.376068,1307.508301,,,,-33.616783,304.433807,1147.900513,220.941467,342.585815,1113.979370,58.924820,123.955910,1076.483643,177.506439,137.604111,1072.494751,-100.460052,377.465118,1072.528687,-125.342575,699.125916,968.334900,-107.846611,555.715820,772.666931,-66.492264,433.274445,633.304504,-1.941190,372.186462,628.452881,-59.246300,590.476257,532.041504,260.709778,341.792419,827.356262,237.992203,329.190094,591.090576,251.363312,273.668854,466.424194,218.158936,183.903488,165.627716,160.959229,122.103851,159.266464,198.120636,322.878235,52.173744
751,0,,,,,,,,,,,,,70.484047,223.273987,1637.944702,129.270554,139.801773,1375.786133,30.306618,347.659882,1545.791382,45.731239,382.264099,1334.145020,204.934006,199.460190,1539.740601,-124.279099,215.908737,1565.460938,-162.058319,194.096588,1354.287354,-172.107376,177.582321,1257.258667,-135.025040,295.223969,1289.722046,-76.930862,351.250519,1405.140869,-91.983955,396.231140,1351.695312,,,,242.960617,351.150330,1591.677612,316.085632,356.016174,1483.439087,403.543762,309.821381,1311.131104,346.140442,369.179169,1297.827515,217.085938,447.072510,1387.098755,192.697037,454.597992,1319.092285,,,,-36.684227,302.152252,1156.330444,217.095520,339.455109,1125.359375,58.790295,122.302353,1087.419800,177.476181,135.263519,1084.398315,-103.571732,377.729126,1068.118042,-126.988022,693.771301,943.947876,-109.136414,551.006531,747.401978,-68.271690,430.280396,606.507690,-1.278561,371.393341,604.256653,-58.523453,585.054932,501.333710,261.737183,351.728607,840.400818,242.943192,353.206451,603.217163,255.997009,296.545319,479.295959,221.416901,198.128708,182.559631,163.722519,137.625977,182.604446,198.444992,328.839569,57.961349
752,0,,,,,,,,,,,,,65.724625,227.230560,1649.133423,122.547180,139.771164,1391.109619,30.308495,351.264648,1555.736206,46.306816,381.975494,1345.372192,199.309357,197.843552,1552.557495,-128.916763,228.012497,1575.755371,-166.390503,201.633850,1365.362427,-175.881973,182.035599,1267.430054,-135.530273,299.373566,1297.890381,-77.632240,356.833740,1413.261963,-90.504448,400.732880,1358.017578,,,,241.615387,347.763611,1601.404785,315.878021,350.558350,1494.265991,402.701935,302.118011,1320.830566,346.404449,362.426453,1308.078125,218.767654,441.856323,1398.538086,194.235809,450.351746,1330.639282,,,,-40.298744,300.497589,1163.960449,212.927338,336.284332,1136.936279,58.234306,120.857941,1097.862915,177.020218,132.837433,1096.596802,-106.813019,377.535126,1061.876099,-128.395813,686.394226,917.179382,-110.572578,544.615662,719.530334,-70.338165,425.730774,577.192688,-1.316089,369.896454,577.833923,-57.772404,578.059753,468.028961,263.579193,362.031860,854.401306,248.886414,378.339844,616.978699,261.378876,320.985718,493.844452,224.699310,213.318436,201.876740,166.812622,154.442841,208.312485,199.299759,336.832611,67.062851
753,0,,,,,,,,,,,,,61.256805,231.063934,1659.356445,115.174095,139.509750,1405.532715,30.878099,354.724030,1564.902222,47.297897,381.849091,1355.881226,193.437607,195.732758,1564.232178,-132.963882,240.600311,1585.015137,-171.075256,209.871597,1375.614624,-180.600327,187.093719,1276.940674,-136.488083,303.768982,1305.497803,-78.046913,362.250793,1420.596436,-88.927315,405.178802,1363.873169,,,,240.772385,343.424164,1610.150635,315.952118,344.012024,1503.959473,401.826996,293.491791,1329.304688,346.874146,354.954071,1317.356323,221.065384,436.125305,1409.286987,196.481934,445.901031,1341.555542,,,,-44.187283,299.785858,1170.659424,208.687241,333.158417,1148.307373,56.972107,119.740982,1107.665405,175.847198,130.363037,1108.672119,-109.942169,376.840546,1054.107910,-129.343552,676.707275,888.660461,-111.975227,536.403748,689.546448,-72.535034,419.583008,545.793274,-1.887963,367.984619,549.546448,-57.052967,569.718567,432.986786,266.135101,372.501068,869.073486,255.606079,404.182922,632.292297,267.182648,346.451447,510.050598,227.675919,229.025452,223.563446,169.884140,171.952499,235.817383,200.729416,346.766235,80.019623
754,0,,,,,,,,,,,,,57.167919,234.679428,1668.185425,107.245407,139.104355,1418.307251,32.049618,357.976013,1572.886230,48.936012,381.902771,1365.210205,187.400223,193.174728,1574.264648,-136.326279,253.410614,1592.802734,-176.005478,218.682373,1384.511230,-186.189011,192.777313,1285.368774,-137.954178,308.423889,1312.140991,-78.249092,367.435730,1426.735718,-87.339050,409.551605,1368.880005,,,,240.458618,338.167114,1617.664062,316.261047,336.447266,1512.194214,400.767731,284.134888,1336.241211,347.409912,346.951569,1325.279663,223.843521,430.149261,1418.832275,199.344254,441.446503,1351.318848,,,,-48.048344,300.228699,1176.308594,204.597427,330.168457,1159.081299,54.796177,119.078110,1116.710815,173.741409,127.909500,1120.181030,-112.758102,375.667084,1045.169189,-129.603745,664.522583,858.994568,-113.158989,526.294678,657.945984,-74.737068,411.843292,512.738708,-2.759799,366.030792,519.859924,-56.373669,560.227600,396.964172,269.244049,382.974060,884.178833,262.872986,430.350433,649.095886,273.135742,372.352448,527.916870,230.074783,244.889603,247.560822,172.504669,189.613846,264.584930,202.763229,358.323395,97.126762
755,0,,,,,,,,,,,,,53.505466,238.019043,1675.314331,98.892525,138.687134,1428.761841,33.820034,360.985016,1579.371582,51.365108,382.153992,1372.982788,181.256165,190.231400,1582.287476,-138.975479,266.218994,1598.847900,-181.052933,227.931183,1391.688843,-192.494797,199.111069,1292.436279,-139.917084,313.392365,1317.523682,-78.294563,372.412170,1431.378418,-85.788818,413.900208,1372.719238,,,,240.627319,332.059753,1623.779175,316.711548,327.967041,1518.768555,399.385315,274.227661,1341.459229,347.875031,338.580719,1331.579712,226.945892,424.149261,1426.769775,202.691269,437.111694,1359.511108,,,,-51.607227,301.934875,1180.810791,200.837479,327.395020,1168.882568,51.587471,119.002762,1124.872437,170.574112,125.585136,1130.668335,-115.114555,374.102234,1035.429321,-128.976501,649.769470,828.749146,-113.962334,514.289490,625.226562,-76.864243,402.581635,478.454468,-3.690725,364.419098,489.325836,-55.698814,549.730103,360.569000,272.725006,393.297607,899.517029,270.465240,456.483948,667.328247,279.048279,398.143555,547.421997,231.704453,260.674835,273.766632,174.215561,207.070679,294.203461,205.499664,371.119415,118.376846
756,0,,,,,,,,,,,,,50.276409,241.055618,1680.550781,90.278648,138.414368,1436.387573,36.132732,363.740601,1584.137939,54.592651,382.636383,1378.928711,175.038391,186.983459,1588.081055,-140.933411,278.824432,1603.046875,-186.073837,237.488876,1396.975220,-199.290909,206.121185,1298.003296,-142.299652,318.760559,1321.468018,-78.211754,377.286224,1434.348877,-84.297897,418.327118,1375.167969,,,,241.146164,325.206238,1628.390015,317.165161,318.716614,1523.586792,397.577545,263.942383,1344.887085,348.157166,329.979706,1336.095459,230.214920,418.279602,1432.820068,206.369690,432.948700,1365.836426,,,,-54.659554,304.915405,1184.097290,197.536041,324.899323,1177.358032,47.317837,119.649864,1131.986572,166.305099,123.533325,1139.676392,-116.918617,372.290924,1025.229248,-127.323402,632.491150,798.448486,-114.270584,500.466278,591.886658,-78.879829,391.934875,443.366119,-4.505800,363.397278,458.517365,-54.958996,538.305237,324.236694,276.402435,403.310394,914.911560,278.181488,482.269135,686.914490,284.806396,423.416718,568.495544,232.466476,276.281219,302.037384,174.630203,224.211548,324.418488,209.126617,384.835480,143.488205
757,0,,,,,,,,,,,,,47.452221,243.781479,1683.799194,81.579636,138.436249,1440.925293,38.870998,366.248871,1587.070801,58.481197,383.397949,1382.890259,168.761429,183.531357,1591.567627,-142.254562,291.034363,1605.440430,-190.920685,247.250488,1400.373901,-206.298065,213.829346,1302.042236,-144.972076,324.627136,1323.902710,-78.005188,382.219971,1435.599976,-82.869690,422.962769,1376.113037,,,,241.811417,317.753448,1631.428101,317.461060,308.885742,1526.629150,395.293884,253.447861,1346.531860,348.182770,321.270386,1338.757446,233.510712,412.624634,1436.831177,210.227753,428.958160,1370.120605,,,,-57.095833,309.094818,1186.114746,194.765640,322.724792,1184.186646,42.045036,121.142563,1137.838867,160.977036,121.917442,1146.755981,-118.119720,370.420715,1014.837158,-124.593933,612.826355,768.569092,-114.029381,484.964752,558.427612,-80.775002,380.095367,407.905457,-5.139905,362.872833,427.919067,-54.069630,525.969299,288.240112,280.111847,412.844086,930.196899,285.850464,507.445801,707.769348,290.351990,447.935303,591.026367,232.361435,291.730835,332.176208,173.537384,241.130112,355.095917,213.825729,399.254486,172.012131
