Segments
100
,,Subject1:LowerBack,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm
376,0,5.20868,124.432,123.848,90.8147,-407.187,1285.89
377,0,5.67638,123.877,124.218,90.7516,-406.71,1281.5
378,0,6.12344,123.407,124.345,90.5988,-406.551,1276.1
379,0,6.62488,122.925,124.383,90.7843,-406.476,1269.15
380,0,7.20691,122.434,124.476,90.6669,-406.455,1261.3
381,0,7.53148,122.047,124.396,90.938,-406.766,1251.81
382,0,8.24117,121.609,124.385,90.7692,-406.878,1241.6
383,0,8.1268,121.432,124.235,91.0805,-407.761,1229.96
384,0,8.21369,121.253,124.237,91.3096,-408.303,1218.21
385,0,8.40381,121.233,124.12,91.1916,-409.014,1205.99
386,0,8.37846,121.237,124.052,91.4028,-409.661,1194.23
387,0,8.32475,121.323,123.99,91.6229,-410.308,1183.2
388,0,7.96583,121.42,124.021,91.974,-410.905,1173.51
389,0,7.42676,121.55,124.113,92.3053,-411.403,1165.73
390,0,7.15366,121.575,124.265,92.5673,-411.442,1160.38
391,0,6.8064,121.58,124.485,92.882,-411.35,1157.6
392,0,6.40988,121.563,124.745,93.2407,-411.165,1157.48
393,0,5.86822,121.535,125.103,93.6857,-410.918,1160.35
394,0,5.66913,121.375,125.454,93.9894,-410.404,1165.81
395,0,5.32946,121.195,125.811,94.3291,-409.769,1173.53
396,0,5.02749,120.95,126.163,94.5352,-409.181,1182.92
397,0,4.82439,120.719,126.574,94.8689,-408.411,1193.9
398,0,5.15235,120.275,126.894,95.0228,-407.387,1205.22
399,0,4.92353,120.205,127.25,95.1445,-406.987,1217.38
400,0,4.76964,120.002,127.594,95.2958,-406.499,1229.14
401,0,4.71917,119.823,127.921,95.3467,-406.023,1240.3
402,0,4.75583,119.626,128.229,95.2657,-405.658,1250.49
403,0,4.79509,119.497,128.517,95.1495,-405.329,1259.64
404,0,4.96958,119.396,128.771,95.0129,-405.112,1267.41
405,0,4.92752,119.227,129.062,94.662,-404.871,1273.88
406,0,5.08109,119.122,129.301,94.3131,-404.763,1278.82
407,0,5.67126,119.005,129.523,94.1214,-404.541,1282.7
408,0,5.78526,118.705,129.773,93.5568,-404.312,1284.71
409,0,5.96453,118.708,129.969,93.1192,-404.268,1285.88
410,0,6.52346,118.695,129.895,92.907,-404.196,1285.48
411,0,6.90678,118.356,130.269,92.9675,-403.975,1284.98
412,0,7.32602,118.371,130.125,93.5241,-404.077,1282.11
413,0,7.85281,118.343,130.156,92.4655,-404.239,1278.51
414,0,8.39024,118.769,129.807,92.0781,-404.56,1273.44
415,0,9.07393,118.314,129.865,91.87,-404.92,1267.68
416,0,9.17231,118.855,129.668,91.7875,-405.53,1260.4
417,0,9.1971,119.433,129.303,91.5244,-406.419,1252.41
418,0,9.56721,119.194,129.127,91.7603,-407.15,1243.13
419,0,9.71704,119.793,128.742,91.6201,-408.158,1232.72
420,0,9.67717,120.28,128.397,91.7712,-409.268,1221.18
421,0,9.67336,120.666,128.026,92.1789,-410.327,1209.36
422,0,9.51037,121.016,127.616,92.7682,-411.338,1196.92
423,0,9.27269,121.341,127.28,93.0235,-412.416,1184.05
424,0,9.40672,121.762,126.993,92.426,-413.631,1171.1
425,0,9.09496,121.977,126.729,92.8906,-414.54,1159.28
426,0,8.90994,122.25,126.517,92.7096,-415.591,1148.56
427,0,8.6644,122.427,126.363,92.6881,-416.433,1139.74
428,0,8.51374,122.591,126.254,92.4805,-417.274,1133.28
429,0,8.39363,122.759,126.183,92.0134,-418.157,1129.5
430,0,8.31509,122.92,126.157,91.3797,-419.023,1128.71
431,0,8.41367,123.08,126.159,90.513,-419.814,1131.04
432,0,8.43095,123.275,126.152,89.5572,-421.007,1136.14
433,0,8.474,123.477,126.184,88.4163,-422.162,1144
