Segments
100
,,Subject1:LowerBack,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm
233,0,-3.12077,131.215,124.95,-16.6307,327.437,1241.16
234,0,-1.40828,130.657,124.06,-19.1533,328.492,1242.9
235,0,0.419446,130.117,123.153,-22.0112,329.388,1243.41
236,0,2.36068,129.461,122.268,-24.8528,330.374,1242.77
237,0,4.21198,128.821,121.364,-27.7795,331.271,1240.87
238,0,6.03491,128.166,120.461,-30.6713,331.977,1237.77
239,0,7.76509,127.485,119.562,-33.4158,332.627,1233.48
240,0,9.29269,126.833,118.665,-35.8636,333.084,1227.9
241,0,10.9659,126.133,117.833,-38.9031,333.742,1221.75
242,0,12.3759,125.479,116.984,-41.4333,334.098,1214.54
243,0,13.6486,124.828,116.171,-43.7778,334.449,1206.67
244,0,14.7828,124.19,115.397,-45.913,334.769,1198.38
245,0,15.7617,123.568,114.68,-47.7652,335.138,1189.94
246,0,16.5526,122.984,114.055,-49.3122,335.609,1181.48
247,0,17.1942,122.386,113.519,-50.4327,336.249,1173.77
248,0,17.6855,121.83,113.104,-51.2715,337.096,1166.77
249,0,17.9973,121.326,112.813,-51.7067,338.137,1160.93
250,0,18.1526,120.897,112.66,-51.8533,339.377,1156.42
251,0,18.1462,120.555,112.645,-51.6902,340.825,1153.46
252,0,17.9954,120.321,112.757,-51.2912,342.431,1152.16
253,0,17.7112,120.194,112.988,-50.6554,344.207,1152.56
254,0,17.3058,120.191,113.313,-49.8359,346.059,1154.59
255,0,16.7881,120.305,113.719,-48.8198,347.989,1158.09
256,0,16.1819,120.527,114.185,-47.6683,349.926,1162.98
257,0,15.4962,120.864,114.685,-46.3903,351.817,1168.99
258,0,14.7339,121.307,115.208,-44.9824,353.629,1175.88
259,0,13.9093,121.85,115.756,-43.5138,355.353,1183.37
260,0,13.0158,122.494,116.321,-41.9922,356.915,1191.25
261,0,12.042,123.226,116.91,-40.4033,358.329,1199.26
262,0,10.9686,124.051,117.514,-38.7281,359.504,1207.11
263,0,9.81084,124.912,118.185,-37.0054,360.76,1214.58
264,0,8.52701,125.827,118.903,-35.1716,361.845,1221.66
265,0,7.11574,126.733,119.694,-33.1439,363.044,1227.96
266,0,5.57402,127.633,120.548,-30.9469,364.238,1233.47
267,0,3.88323,128.522,121.453,-28.5291,365.382,1237.74
268,0,2.22004,129.377,122.445,-26.4337,366.744,1241.07
269,0,0.389147,130.144,123.468,-23.8612,368.153,1243.32
270,0,-1.46168,130.849,124.544,-21.3128,369.632,1244.4
271,0,-3.41005,131.447,125.579,-18.3202,371.185,1244.26
272,0,-5.32928,131.998,126.6,-15.3943,372.702,1242.72
273,0,-7.20615,132.504,127.567,-12.4332,374.145,1239.84
274,0,-9.02431,132.98,128.456,-9.42912,375.439,1235.68
275,0,-10.7628,133.436,129.259,-6.4206,376.604,1230.29
276,0,-12.4131,133.904,129.953,-3.42044,377.523,1223.77
277,0,-13.9561,134.39,130.546,-0.496588,378.23,1216.26
278,0,-15.3853,134.902,131.042,2.30275,378.725,1207.96
279,0,-16.6944,135.436,131.454,4.91966,379.044,1199.13
280,0,-17.8796,135.979,131.801,7.29822,379.247,1190.07
281,0,-18.9378,136.511,132.102,9.39048,379.409,1181.13
282,0,-19.8667,137.005,132.377,11.1561,379.614,1172.69
283,0,-20.6634,137.429,132.643,12.559,379.959,1165.1
284,0,-21.3017,137.769,132.89,13.6444,380.41,1158.69
285,0,-21.8511,137.985,133.163,14.2978,381.235,1153.78
286,0,-22.2453,138.073,133.446,14.6286,382.343,1150.58
287,0,-22.5444,138.027,133.721,14.651,383.765,1149.2
288,0,-22.7002,137.85,133.983,14.4175,385.482,1149.69
289,0,-22.7491,137.562,134.208,13.9522,387.449,1151.96
290,0,-22.6725,137.185,134.387,13.3004,389.615,1155.89
291,0,-22.4889,136.745,134.502,12.4743,391.91,1161.25
292,0,-22.1664,136.291,134.529,11.4714,394.17,1167.75
293,0,-21.7561,135.811,134.486,10.339,396.507,1175.18
294,0,-21.2253,135.332,134.373,9.02296,398.781,1183.19
295,0,-20.6082,134.921,134.13,7.57155,400.842,1191.5
296,0,-19.8037,134.517,133.855,5.89212,402.81,1199.85
297,0,-18.9718,134.185,133.454,4.07129,404.503,1207.89
298,0,-18.0248,133.86,132.999,2.16432,406.08,1215.48
299,0,-16.9859,133.572,132.483,0.0776625,407.475,1222.38
300,0,-15.8213,133.266,131.945,-2.15606,408.766,1228.43
301,0,-14.5916,133,131.32,-4.46991,409.86,1233.47
302,0,-13.1554,132.678,130.711,-6.90051,410.933,1237.52
303,0,-11.742,132.349,130.067,-9.41002,411.925,1240.31
304,0,-10.2476,131.971,129.415,-11.8647,412.896,1241.99
305,0,-8.7099,131.547,128.763,-14.3035,413.866,1242.47
306,0,-7.13439,131.09,128.104,-16.7387,414.809,1241.83
307,0,-5.63846,130.582,127.439,-18.888,415.701,1239.92
308,0,-4.09203,130.087,126.783,-21.2655,416.503,1236.91
309,0,-2.601,129.61,126.1,-23.5443,417.109,1232.58
310,0,-1.18645,129.16,125.434,-25.8894,417.615,1227.26
311,0,0.298483,128.737,124.779,-28.5482,417.97,1221
312,0,1.59269,128.263,124.12,-30.7729,418.411,1214.06
313,0,2.75205,127.885,123.424,-32.9087,418.538,1206.33
314,0,3.84953,127.474,122.797,-34.9087,418.751,1198.3
315,0,4.70974,127.171,122.127,-36.6807,418.715,1189.92
316,0,5.5424,126.824,121.568,-38.2349,418.852,1181.64
317,0,6.11143,126.56,121.038,-39.5788,418.948,1173.7
318,0,6.54501,126.315,120.608,-40.6484,419.196,1166.46
319,0,6.78859,126.117,120.278,-41.418,419.572,1160.13
320,0,6.92325,125.939,120.083,-42.0213,420.236,1155.18
321,0,6.93514,125.805,120.003,-42.4216,421.141,1151.66
322,0,6.84312,125.703,120.041,-42.614,422.342,1149.74
323,0,6.68489,125.632,120.181,-42.6178,423.83,1149.46
324,0,6.48185,125.587,120.403,-42.4411,425.59,1150.82
325,0,6.26551,125.564,120.679,-42.0748,427.59,1153.73
326,0,6.05011,125.563,120.995,-41.5399,429.799,1158.03
327,0,5.81154,125.583,121.309,-40.6984,432.102,1163.45
328,0,5.61915,125.636,121.633,-39.7924,434.522,1169.93
329,0,5.43852,125.732,121.947,-38.752,436.945,1177.15
330,0,5.25335,125.882,122.248,-37.5836,439.312,1184.88
331,0,5.0409,126.1,122.534,-36.3011,441.559,1192.87
