Joints,,,,,,,,,,,,,
100,,,,,,,,,,,,,
,,Subject1:World_Root,,,,,,Subject1:LowerBack,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm,deg,deg,deg,mm,mm,mm
929,0,-3.65099,2.29136,0.708664,60.4091,1004.9,1308.06,-5.0575,121.763,133.704,-58.2687,1297.12,1177.73
930,0,-3.71208,2.62373,0.887308,60.2905,999.048,1302.81,-5.47628,122.041,133.923,-57.6114,1291.73,1171.86
931,0,-3.79196,2.70937,1.09909,60.0967,992.858,1297.4,-5.71471,122.316,134.006,-56.7784,1286.11,1165.64
932,0,-3.90151,2.6463,1.33556,59.8893,986.578,1291.9,-5.86783,122.588,134.008,-55.857,1280.3,1159.33
933,0,-4.0556,2.45768,1.58506,59.5947,980.493,1286.42,-5.96031,122.836,133.948,-54.8085,1274.38,1153.19
934,0,-4.19372,2.11412,1.83286,59.3366,974.796,1280.63,-5.94561,123.081,133.757,-53.8012,1268.18,1147.44
935,0,-4.31652,1.64488,2.04084,59.0021,970.011,1274.95,-5.83935,123.219,133.5,-52.8371,1262.1,1142.61
936,0,-4.45184,1.12311,2.17458,58.7038,966.283,1269.27,-5.67408,123.215,133.275,-52.1337,1255.96,1138.83
937,0,-4.57804,0.611269,2.23295,58.5939,963.602,1263.61,-5.48101,123.12,133.072,-51.8465,1249.87,1136.11
938,0,-4.69609,0.14911,2.22216,58.7924,962.146,1257.99,-5.24941,122.976,132.903,-52.0772,1243.84,1134.62
939,0,-4.80107,-0.302181,2.16569,59.2332,961.89,1252.47,-4.88292,122.758,132.744,-52.6886,1237.95,1134.34
940,0,-4.86954,-0.776549,2.09441,59.6832,962.728,1247.02,-4.37256,122.447,132.567,-53.3545,1232.24,1135.16
941,0,-4.86685,-1.31006,2.01267,59.9362,964.832,1241.59,-3.72132,122.017,132.316,-53.8554,1226.77,1137.27
942,0,-4.76571,-1.86219,1.90981,60.0369,968.247,1235.99,-2.99694,121.477,132.009,-54.2683,1221.42,1140.72
943,0,-4.57506,-2.40072,1.8,60.2273,972.733,1230.17,-2.20479,120.855,131.694,-54.7922,1216.14,1145.26
944,0,-4.28697,-2.88382,1.68415,60.7956,978.086,1223.94,-1.38517,120.22,131.379,-55.7121,1210.74,1150.69
945,0,-3.94402,-3.2895,1.56472,61.6959,984.22,1217.66,-0.561526,119.567,131.1,-56.9746,1205.48,1156.91
946,0,-3.57672,-3.67263,1.43459,62.7868,990.94,1211.24,0.268043,118.888,130.832,-58.4599,1200.16,1163.72
947,0,-3.22386,-4.01687,1.28265,64.0361,997.992,1204.87,1.06694,118.192,130.597,-60.1689,1194.86,1170.84
948,0,-2.87976,-4.33341,1.12428,65.3663,1005.07,1198.52,1.83112,117.529,130.371,-61.9779,1189.56,1177.99
949,0,-2.54873,-4.72378,0.965143,66.7926,1012.06,1191.9,2.62721,116.9,130.091,-63.8854,1183.96,1185.03
950,0,-2.24606,-5.1224,0.778906,68.2592,1018.69,1185.32,3.38537,116.32,129.805,-65.9143,1178.32,1191.72
951,0,-1.95238,-5.54633,0.589825,69.8031,1024.88,1178.48,4.15338,115.809,129.49,-68.0287,1172.41,1197.95
952,0,-1.6731,-5.97331,0.399232,71.4214,1030.29,1171.69,4.92269,115.357,129.18,-70.2213,1166.5,1203.4
953,0,-1.41921,-6.35817,0.208904,73.1569,1034.73,1164.81,5.66505,114.96,128.883,-72.5294,1160.45,1207.86
954,0,-1.18187,-6.67232,0.0205087,74.9126,1038.32,1157.9,6.34541,114.658,128.595,-74.8511,1154.32,1211.47
955,0,-0.961863,-6.94419,-0.154866,76.7405,1041.01,1150.87,6.98718,114.451,128.29,-77.2052,1148.02,1214.17
956,0,-0.801379,-7.16432,-0.330206,78.4725,1042.69,1143.81,7.58356,114.305,127.99,-79.4628,1141.51,1215.85
957,0,-0.628158,-7.40171,-0.497368,80.2898,1043.69,1136.54,8.16012,114.272,127.622,-81.7807,1134.84,1216.86
958,0,-0.448718,-7.66032,-0.623662,82.2304,1043.73,1128.94,8.73311,114.329,127.205,-84.0987,1127.84,1216.9
959,0,-0.271821,-7.86773,-0.745314,84.1008,1042.77,1121.19,9.21297,114.469,126.777,-86.3324,1120.68,1215.94
960,0,-0.0820187,-8.05939,-0.853976,85.995,1040.52,1113.03,9.6531,114.699,126.313,-88.5507,1113.15,1213.68
961,0,0.0973531,-8.25942,-0.983148,87.8262,1037.26,1104.75,10.0296,114.981,125.818,-90.767,1105.47,1210.42
962,0,0.279658,-8.48049,-1.1284,89.6511,1033.04,1096.11,10.353,115.349,125.282,-93.0244,1097.46,1206.19
963,0,0.461973,-8.76469,-1.2843,91.5086,1028.29,1087.38,10.6578,115.758,124.716,-95.345,1089.37,1201.42
964,0,0.64826,-9.07071,-1.40449,93.3698,1022.98,1078.71,10.9533,116.197,124.186,-97.5616,1081.34,1196.1
965,0,0.777441,-9.37399,-1.50652,95.1873,1017.07,1070.22,11.1646,116.634,123.724,-99.6797,1073.31,1190.17
966,0,0.87093,-9.59931,-1.57075,97.0941,1010.86,1061.86,11.2508,117.117,123.343,-101.775,1065.29,1183.95
967,0,0.931035,-9.75231,-1.60904,98.9009,1004.54,1053.52,11.2134,117.667,123.019,-103.694,1057.16,1177.62
968,0,0.961728,-9.79338,-1.63398,100.667,998.348,1045.34,11.0284,118.258,122.783,-105.534,1049.08,1171.42
969,0,0.988164,-9.60781,-1.63243,102.448,992.579,1037.08,10.6442,118.928,122.687,-107.313,1040.89,1165.65
970,0,1.02697,-9.19975,-1.60561,104.191,987.431,1028.9,10.0982,119.622,122.726,-108.982,1032.77,1160.51
971,0,1.07926,-8.63949,-1.53781,105.802,983.178,1020.82,9.43565,120.289,122.899,-110.397,1024.78,1156.26
972,0,1.11354,-7.99859,-1.45045,107.288,979.783,1012.93,8.71031,120.884,123.187,-111.629,1016.9,1152.87
973,0,1.12175,-7.28827,-1.35797,108.713,977.215,1005.15,7.91648,121.448,123.588,-112.785,1009.06,1150.31
974,0,1.08279,-6.55348,-1.26415,110.146,975.532,997.647,7.1047,121.962,124.09,-113.942,1001.35,1148.64
975,0,0.985954,-5.87973,-1.16874,111.422,974.768,990.406,6.31881,122.405,124.641,-114.936,993.747,1147.89
976,0,0.841799,-5.22595,-1.07687,112.434,975.167,983.43,5.49348,122.818,125.237,-115.675,986.27,1148.3
977,0,0.671087,-4.62605,-0.973241,113.304,976.644,976.493,4.67312,123.211,125.842,-116.236,978.758,1149.79
978,0,0.476482,-4.08736,-0.872915,113.943,979.177,969.784,3.8644,123.546,126.465,-116.575,971.412,1152.33
979,0,0.278596,-3.61329,-0.769522,114.306,982.59,963.047,3.07305,123.856,127.067,-116.627,964.036,1155.76
980,0,0.0970037,-3.1828,-0.670357,114.521,986.943,956.229,2.31288,124.144,127.646,-116.544,956.634,1160.12
981,0,-0.0769035,-2.8234,-0.581055,114.483,992.087,949.44,1.60556,124.381,128.191,-116.238,949.294,1165.26
982,0,-0.230501,-2.4825,-0.502625,114.225,997.81,942.487,0.908683,124.607,128.697,-115.743,941.857,1170.99
983,0,-0.351931,-2.16388,-0.42681,113.856,1004.1,935.315,0.25015,124.832,129.161,-115.145,934.3,1177.28
984,0,-0.439507,-1.88149,-0.345666,113.338,1010.49,927.999,-0.362475,125.042,129.569,-114.383,926.705,1183.67
985,0,-0.482377,-1.57846,-0.256992,112.727,1017.03,920.51,-0.958303,125.245,129.94,-113.504,919.073,1190.21
986,0,-0.490031,-1.26885,-0.164092,111.986,1023.49,912.879,-1.527,125.429,130.284,-112.482,911.409,1196.67
987,0,-0.464108,-0.922242,-0.0610822,111.184,1029.61,905.086,-2.09232,125.612,130.61,-111.369,903.686,1202.79
988,0,-0.412105,-0.556865,0.052798,110.253,1035.11,897.233,-2.6318,125.777,130.909,-110.094,895.986,1208.29
989,0,-0.332587,-0.194732,0.182575,109.388,1039.85,889.143,-3.16218,125.959,131.163,-108.836,888.136,1213.03
990,0,-0.238867,0.142172,0.315787,108.449,1043.6,880.896,-3.66892,126.15,131.376,-107.495,880.177,1216.78
991,0,-0.0930295,0.588904,0.459595,107.542,1046.48,872.693,-4.25236,126.398,131.585,-106.153,872.426,1219.66
992,0,0.113056,1.07146,0.634295,106.748,1048.33,864.01,-4.82045,126.702,131.746,-104.832,864.388,1221.5
993,0,0.348307,1.68129,0.82156,106.026,1049.32,855.56,-5.42481,126.994,131.962,-103.544,856.685,1222.48
994,0,0.628376,2.29901,1.02308,105.494,1049.28,846.856,-5.97192,127.305,132.144,-102.404,848.879,1222.42
995,0,0.923697,2.84634,1.23205,105.128,1048.34,837.935,-6.39459,127.601,132.297,-101.409,840.911,1221.46
996,0,1.22645,3.34937,1.46026,104.826,1046.56,828.951,-6.76487,127.903,132.425,-100.42,832.914,1219.64
997,0,1.50583,3.87233,1.70391,104.608,1043.6,819.975,-7.14189,128.216,132.577,-99.4706,824.871,1216.64
998,0,1.73419,4.38636,1.94404,104.422,1039.7,811.272,-7.518,128.496,132.727,-98.5648,816.959,1212.69
999,0,1.90611,4.75597,2.20532,104.275,1034.93,802.702,-7.78042,128.717,132.821,-97.634,809.01,1207.87
1000,0,1.99625,5.06619,2.48356,104.09,1029.42,794.504,-8.02089,128.873,132.909,-96.6154,801.193,1202.32
1001,0,2.00888,5.25426,2.75848,103.941,1023.16,786.3,-8.21041,129.005,132.916,-95.6414,793.127,1196.02
1002,0,1.95924,5.41285,3.04108,103.834,1016.53,778.291,-8.35078,129.115,132.919,-94.6877,785.07,1189.34
1003,0,1.88254,5.2513,3.32624,103.575,1009.85,770.106,-8.24652,129.168,132.724,-93.569,776.705,1182.62
1004,0,1.76635,5.00524,3.5913,103.276,1003.22,762.213,-8.08185,129.178,132.501,-92.4692,768.486,1175.96
1005,0,1.63183,4.64399,3.8309,102.713,996.98,754.342,-7.85269,129.152,132.192,-91.18,760.199,1169.68
1006,0,1.52769,4.22455,4.03835,102.068,991.548,746.46,-7.53894,129.073,131.829,-89.9053,751.964,1164.22
1007,0,1.47835,3.74122,4.1943,101.33,987.147,738.609,-7.10861,128.881,131.414,-88.6905,743.892,1159.79
1008,0,1.453,3.26815,4.28592,100.644,983.76,730.755,-6.61587,128.581,131.02,-87.7221,735.872,1156.39
1009,0,1.46005,2.85803,4.3257,100.204,981.493,722.915,-6.08425,128.201,130.652,-87.1581,727.967,1154.11
1010,0,1.49471,2.47117,4.30237,99.935,980.498,714.927,-5.49986,127.752,130.248,-86.9549,719.992,1153.12
1011,0,1.53973,2.13097,4.21464,99.769,980.768,707.138,-4.85257,127.199,129.862,-87.0501,712.252,1153.41
1012,0,1.59935,1.7704,4.08386,99.5104,982.209,699.367,-4.11525,126.572,129.454,-87.1828,704.57,1154.88
1013,0,1.69599,1.38435,3.90046,99.4368,984.853,691.623,-3.28267,125.912,129.015,-87.6598,697.022,1157.55
1014,0,1.82702,0.911599,3.70019,99.4762,988.552,683.763,-2.29571,125.195,128.537,-88.3012,689.451,1161.28
1015,0,1.98553,0.395001,3.47389,99.6495,993.178,675.962,-1.22608,124.446,128.066,-89.156,682.023,1165.94
1016,0,2.17606,-0.207685,3.23091,99.8995,998.486,667.92,-0.0639312,123.686,127.549,-90.139,674.45,1171.27
1017,0,2.3922,-0.863618,2.98715,100.303,1004.28,659.616,1.14596,122.961,126.995,-91.2791,666.699,1177.08
1018,0,2.61706,-1.54648,2.70879,100.824,1010.6,651.341,2.34291,122.227,126.438,-92.6424,659.019,1183.42
1019,0,2.85376,-2.31605,2.41589,101.417,1017.09,642.702,3.54926,121.54,125.825,-94.1227,651.022,1189.92
1020,0,3.08755,-3.14877,2.10697,102.075,1023.59,633.942,4.73552,120.898,125.175,-95.7179,642.915,1196.42
1021,0,3.33388,-3.95964,1.80014,103.03,1029.85,624.998,5.86164,120.332,124.537,-97.6027,634.69,1202.67
1022,0,3.5767,-4.75794,1.50068,104.17,1035.69,615.938,6.93094,119.836,123.905,-99.6502,626.363,1208.51
1023,0,3.83613,-5.5497,1.21204,105.418,1040.78,606.678,7.97882,119.411,123.259,-101.773,617.909,1213.56
1024,0,4.09152,-6.2901,0.93945,106.797,1045.1,597.335,8.95211,119.045,122.628,-103.975,609.38,1217.84
1025,0,4.32636,-6.96246,0.676564,108.272,1048.36,588.029,9.85295,118.742,122.025,-106.242,600.846,1221.06
1026,0,4.50992,-7.55053,0.453294,109.757,1050.65,578.733,10.6892,118.463,121.489,-108.399,592.171,1223.31
1027,0,4.66434,-8.15227,0.24246,111.135,1051.83,569.656,11.4827,118.214,120.934,-110.41,583.636,1224.45
1028,0,4.80146,-8.74786,0.0645703,112.399,1052.12,560.397,12.2125,118.05,120.363,-112.207,574.864,1224.7
1029,0,4.93739,-9.31188,-0.0839198,113.641,1051.61,551.083,12.8879,117.939,119.802,-113.892,566.03,1224.15
1030,0,5.0645,-9.82493,-0.230307,114.873,1050.18,541.771,13.4901,117.861,119.285,-115.56,557.178,1222.68
1031,0,5.18987,-10.3675,-0.384921,115.999,1048.06,532.504,14.053,117.803,118.768,-117.144,548.378,1220.51
1032,0,5.35198,-10.8831,-0.49233,117.253,1044.9,522.933,14.585,117.836,118.265,-118.714,539.366,1217.29
1033,0,5.52723,-11.3713,-0.596172,118.6,1040.89,513.313,15.074,117.891,117.792,-120.367,530.346,1213.23
1034,0,5.66544,-11.7192,-0.706614,119.623,1036.09,503.743,15.4091,117.989,117.435,-121.715,521.27,1208.37
1035,0,5.75691,-12.0254,-0.81527,120.678,1030.59,494.278,15.6776,118.084,117.154,-123.088,512.159,1202.83
1036,0,5.76538,-12.3533,-0.902182,121.64,1024.48,485.139,15.8938,118.178,116.928,-124.304,503.115,1196.71
1037,0,5.71096,-12.6357,-0.978094,122.561,1017.88,476.074,15.9793,118.344,116.755,-125.446,493.948,1190.12
1038,0,5.59104,-12.8304,-1.02373,123.367,1011,467.254,15.9232,118.553,116.674,-126.384,484.808,1183.27
1039,0,5.43887,-12.8991,-1.07319,124.198,1004.22,458.487,15.7091,118.827,116.685,-127.361,475.62,1176.53
1040,0,5.26958,-12.7703,-1.10976,125.1,997.768,449.697,15.3158,119.212,116.807,-128.371,466.338,1170.12
1041,0,5.11549,-12.3951,-1.11093,126.126,991.933,440.835,14.7478,119.702,117.064,-129.405,456.992,1164.33
1042,0,4.99085,-11.88,-1.092,127.111,987.023,431.916,14.0844,120.223,117.42,-130.341,447.657,1159.46
1043,0,4.85098,-11.2424,-1.03603,128.091,983.221,423.257,13.338,120.727,117.94,-131.162,438.509,1155.71
1044,0,4.68123,-10.6139,-0.940437,128.971,980.517,414.706,12.5517,121.209,118.54,-131.765,429.36,1153.06
1045,0,4.47333,-9.96553,-0.804205,129.702,979.019,406.204,11.6561,121.735,119.216,-132.097,420.13,1151.63
1046,0,4.21409,-9.34228,-0.639032,130.156,978.634,397.653,10.673,122.253,119.95,-132.062,410.691,1151.32
1047,0,3.93483,-8.6966,-0.456067,130.421,979.458,389.055,9.53733,122.837,120.708,-131.784,401.147,1152.22
1048,0,3.62296,-8.03475,-0.261596,130.432,981.423,380.434,8.2849,123.438,121.511,-131.215,391.488,1154.25
1049,0,3.29211,-7.30692,-0.072598,130.247,984.385,371.893,6.90016,124.054,122.381,-130.465,381.867,1157.28
1050,0,2.95076,-6.57394,0.106037,129.782,988.23,363.295,5.45539,124.664,123.273,-129.464,372.174,1161.19
1051,0,2.61757,-5.82557,0.266171,129.126,992.859,354.659,3.99191,125.263,124.182,-128.326,362.486,1165.87
1052,0,2.30645,-5.02592,0.400491,128.319,998.063,345.847,2.45881,125.895,125.086,-127.113,352.711,1171.11
1053,0,2.00788,-4.23596,0.511467,127.116,1003.8,336.991,0.928615,126.486,125.959,-125.574,342.945,1176.87
1054,0,1.71957,-3.46025,0.603284,125.73,1009.87,327.951,-0.581001,127.048,126.793,-123.911,333.038,1182.97
1055,0,1.44526,-2.67293,0.688832,124.1,1016.01,318.835,-2.05996,127.568,127.594,-122.021,323.106,1189.13
1056,0,1.20489,-1.91342,0.773194,122.263,1022.09,309.414,-3.49685,128.077,128.3,-119.928,312.978,1195.23
1057,0,0.995338,-1.15607,0.853955,120.305,1027.92,299.879,-4.88694,128.54,128.946,-117.725,302.835,1201.06
1058,0,0.812281,-0.424774,0.934422,118.171,1033.27,290.165,-6.20272,128.962,129.534,-115.347,292.599,1206.41
1059,0,0.67976,0.354648,1.02914,116.151,1037.94,280.543,-7.46035,129.334,130.116,-113.041,282.617,1211.09
1060,0,0.588589,1.16999,1.09955,114.031,1041.61,270.759,-8.71279,129.67,130.67,-110.709,272.605,1214.76
1061,0,0.566728,2.03932,1.15676,112.043,1044.4,260.966,-9.91146,129.988,131.211,-108.549,262.803,1217.54
1062,0,0.63802,3.03675,1.21304,110.297,1046.22,250.829,-11.1213,130.336,131.749,-106.637,252.951,1219.36
1063,0,0.783596,4.06203,1.27073,108.742,1047.1,240.585,-12.2186,130.659,132.276,-104.911,243.225,1220.22
1064,0,1.00086,5.03954,1.32567,107.375,1046.99,229.945,-13.1884,130.978,132.744,-103.384,233.321,1220.09
1065,0,1.25963,5.92231,1.38259,106.124,1045.96,219.132,-14.0297,131.268,133.162,-101.968,223.369,1219.05
1066,0,1.54303,6.67445,1.45494,104.993,1043.98,208.332,-14.6908,131.496,133.551,-100.626,213.505,1217.04
1067,0,1.82218,7.33904,1.57105,103.985,1041.18,197.519,-15.2627,131.701,133.918,-99.2763,203.63,1214.19
1068,0,2.0598,7.9543,1.72293,103.008,1037.3,186.94,-15.8331,131.871,134.283,-97.8518,193.882,1210.26
1069,0,2.24287,8.62381,1.90222,102.15,1032.3,176.544,-16.4626,132.048,134.66,-96.4665,184.179,1205.22
1070,0,2.34423,9.05252,2.1538,101.464,1026.53,166.579,-16.8675,132.154,134.942,-95.0366,174.682,1199.41
1071,0,2.36638,9.23475,2.47188,100.707,1019.87,156.598,-17.1162,132.241,135.087,-93.3345,164.94,1192.7
1072,0,2.31208,9.3688,2.8184,100.001,1012.71,146.808,-17.3728,132.33,135.184,-91.599,155.172,1185.49
1073,0,2.25141,9.21132,3.18338,99.2028,1005.56,136.948,-17.3533,132.422,135.082,-89.71,145.279,1178.28
1074,0,2.16396,8.82431,3.50312,98.2884,998.8,127.36,-17.1714,132.441,134.866,-87.832,135.51,1171.48
1075,0,1.99473,8.35655,3.76351,97.2241,992.527,118.255,-16.9272,132.368,134.661,-85.9777,125.921,1165.18
1076,0,1.76764,7.90231,3.93829,95.8972,986.894,109.483,-16.7458,132.235,134.436,-84.1159,116.447,1159.54
1077,0,1.54311,7.47296,4.03376,94.5276,982.313,100.636,-16.5355,132.058,134.185,-82.449,106.872,1154.96
1078,0,1.31166,7.00984,4.02818,93.2494,979.022,92.1594,-16.1717,131.718,133.964,-81.1751,97.5983,1151.7
1079,0,1.10226,6.555,3.94311,92.0054,977.128,83.8714,-15.6892,131.272,133.748,-80.1744,88.5543,1149.85
1080,0,0.920772,6.1087,3.76487,90.6938,976.6,75.4457,-15.1129,130.768,133.48,-79.3871,79.4328,1149.37
1081,0,0.78929,5.61803,3.51144,89.3101,977.569,67.1162,-14.346,130.175,133.134,-78.7543,70.5358,1150.4
1082,0,0.733452,5.04886,3.19725,87.9965,979.914,58.5012,-13.363,129.522,132.678,-78.3753,61.5647,1152.8
1083,0,0.773418,4.41745,2.83548,86.9247,983.444,49.6342,-12.193,128.851,132.118,-78.3835,52.6289,1156.39
1084,0,0.883234,3.69411,2.44989,86.1121,988.027,40.5814,-10.8225,128.134,131.493,-78.7251,43.7255,1161.03
1085,0,1.06719,2.88915,2.05932,85.3677,993.608,31.5021,-9.25645,127.364,130.813,-79.1528,35.0392,1166.65
1086,0,1.31714,2.04053,1.6595,84.8177,999.901,22.2038,-7.60432,126.584,130.077,-79.806,26.3616,1172.96
1087,0,1.61966,1.13821,1.25991,84.5397,1006.73,12.5387,-5.89629,125.83,129.255,-80.733,17.5082,1179.81
1088,0,1.9474,0.218468,0.858515,84.4374,1013.81,2.73756,-4.15877,125.095,128.394,-81.843,8.632,1186.88
1089,0,2.28023,-0.677827,0.444938,84.5325,1020.92,-6.90425,-2.46238,124.351,127.538,-83.1882,-0.0298021,1193.96
1090,0,2.62324,-1.59039,0.0483778,84.8383,1027.56,-16.8135,-0.782744,123.659,126.63,-84.6927,-8.8912,1200.57
1091,0,2.95865,-2.46399,-0.331861,85.336,1033.78,-26.7628,0.829957,123.029,125.721,-86.3387,-17.7808,1206.73
1092,0,3.28819,-3.28965,-0.67374,86.2488,1039.22,-36.721,2.41088,122.455,124.822,-88.2824,-26.6714,1212.1
1093,0,3.61269,-4.08651,-0.965015,87.3882,1043.77,-46.7175,3.96744,121.944,123.91,-90.2981,-35.5988,1216.58
1094,0,3.91315,-4.84539,-1.21813,88.573,1047.29,-56.6023,5.46327,121.461,122.999,-92.2421,-44.4758,1220.01
1095,0,4.17899,-5.60856,-1.46033,89.8751,1049.86,-66.4594,6.93443,120.996,122.07,-94.2681,-53.4129,1222.5
1096,0,4.41232,-6.41932,-1.6961,90.8489,1051.34,-76.2365,8.38875,120.525,121.107,-95.9433,-62.3472,1223.9
1097,0,4.62983,-7.29997,-1.9167,91.9069,1051.86,-86.0693,9.84208,120.067,120.096,-97.6529,-71.3643,1224.33
1098,0,4.84584,-8.29251,-2.13843,92.8062,1051.44,-96.1559,11.2999,119.616,119.023,-99.2014,-80.6075,1223.81
1099,0,5.03473,-9.25175,-2.36534,93.5969,1049.94,-106.085,12.6719,119.164,118.017,-100.652,-89.7547,1222.21
1100,0,5.23051,-10.2391,-2.59866,94.4689,1047.72,-115.92,14.0286,118.712,117.046,-102.197,-98.7583,1219.88
1101,0,5.41962,-11.0835,-2.79339,95.4507,1044.33,-125.581,15.2295,118.336,116.204,-103.734,-107.628,1216.38
1102,0,5.57698,-11.9294,-2.96563,96.1115,1040.04,-135.184,16.392,117.915,115.432,-104.879,-116.532,1211.99
1103,0,5.70162,-12.6917,-3.12909,96.7291,1034.69,-144.734,17.4128,117.53,114.767,-105.952,-125.487,1206.55
1104,0,5.79333,-13.3203,-3.28508,97.3575,1028.69,-154.173,18.2552,117.225,114.204,-107.015,-134.445,1200.48
1105,0,5.8434,-14.1111,-3.4462,98.0616,1022.14,-163.619,19.1307,116.956,113.591,-108.158,-143.494,1193.86
1106,0,5.80764,-14.8773,-3.5873,98.5302,1014.91,-172.852,19.8766,116.721,113.073,-109.004,-152.594,1186.58
1107,0,5.72042,-15.5812,-3.69585,98.8282,1007.49,-181.94,20.4582,116.546,112.634,-109.582,-161.73,1179.16
1108,0,5.60989,-16.1395,-3.76411,99.2424,1000.03,-191.027,20.868,116.46,112.299,-110.164,-170.988,1171.7
1109,0,5.52078,-16.5348,-3.81036,99.5543,992.874,-199.992,21.0644,116.54,112.029,-110.588,-180.107,1164.56
1110,0,5.44197,-16.6883,-3.81578,100.218,986.206,-208.975,21.0652,116.75,111.911,-111.258,-189.292,1157.91
1111,0,5.37112,-16.6318,-3.77506,100.882,980.421,-217.857,20.8902,117.031,111.946,-111.808,-198.432,1152.17
1112,0,5.3169,-16.363,-3.6881,101.681,975.948,-226.498,20.5554,117.421,112.14,-112.371,-207.358,1147.74
1113,0,5.26081,-15.9609,-3.55317,102.415,972.633,-234.702,20.1107,117.853,112.489,-112.735,-215.915,1144.49
1114,0,5.19023,-15.4514,-3.37423,103.314,970.744,-242.486,19.5869,118.318,113,-113.14,-224.142,1142.67
1115,0,5.07752,-14.9324,-3.1709,104.11,970.204,-249.809,18.9897,118.8,113.626,-113.366,-232.046,1142.23
1116,0,4.91023,-14.4639,-2.93982,104.567,970.948,-256.924,18.3554,119.277,114.321,-113.169,-239.909,1143.08
1117,0,4.67712,-13.976,-2.71772,104.793,973.073,-263.879,17.5627,119.771,115.118,-112.762,-247.796,1145.33
1118,0,4.4091,-13.4878,-2.49805,104.475,976.247,-270.676,16.6091,120.291,115.965,-111.816,-255.619,1148.62
1119,0,4.1273,-13.012,-2.29111,104.058,980.479,-277.295,15.5901,120.81,116.847,-110.804,-263.286,1152.96
1120,0,3.85155,-12.5026,-2.08795,103.323,985.396,-283.982,14.4778,121.361,117.765,-109.483,-270.993,1157.98
1121,0,3.62796,-11.9759,-1.88889,102.349,990.928,-290.788,13.3185,121.976,118.649,-107.934,-278.653,1163.6
1122,0,3.43733,-11.3898,-1.71607,101.213,996.806,-297.865,12.06,122.624,119.519,-106.297,-286.463,1169.54
1123,0,3.29307,-10.7569,-1.56136,99.9244,1002.94,-305.065,10.7466,123.308,120.351,-104.561,-294.241,1175.72
1124,0,3.17089,-10.0786,-1.40453,98.3506,1009.13,-312.347,9.39362,123.997,121.16,-102.531,-302.029,1181.95
1125,0,3.08129,-9.31831,-1.25961,96.6731,1015.17,-319.683,7.97598,124.706,121.929,-100.431,-309.761,1188.03
1126,0,3.01671,-8.55817,-1.12074,94.762,1020.86,-327.245,6.56579,125.418,122.615,-98.1124,-317.629,1193.75
1127,0,3.00379,-7.7552,-0.971238,93.0235,1025.98,-335.048,5.14533,126.142,123.234,-95.9329,-325.579,1198.88
1128,0,3.04329,-6.86223,-0.799818,91.3132,1030.5,-343.201,3.70736,126.897,123.796,-93.7141,-333.719,1203.41
1129,0,3.13513,-5.93933,-0.622774,89.6952,1034.33,-351.556,2.30292,127.651,124.293,-91.5681,-341.891,1207.24
1130,0,3.28783,-4.99177,-0.42141,88.134,1037.09,-360.201,0.929795,128.418,124.722,-89.4036,-350.158,1209.98
1131,0,3.50481,-4.07097,-0.196166,86.6605,1038.92,-369.146,-0.353141,129.161,125.077,-87.2526,-358.517,1211.78
1132,0,3.77787,-3.19713,0.0524213,85.1824,1039.67,-378.301,-1.56281,129.869,125.362,-85.0249,-366.899,1212.48
1133,0,4.10567,-2.35926,0.328351,83.7779,1039.58,-387.57,-2.6823,130.546,125.597,-82.7869,-375.212,1212.32
1134,0,4.49401,-1.59584,0.615317,82.3988,1038.58,-397.062,-3.67666,131.152,125.772,-80.5404,-383.544,1211.23
1135,0,4.91638,-0.822323,0.915387,80.9585,1036.79,-406.478,-4.63323,131.726,125.936,-78.1927,-391.677,1209.32
1136,0,5.34277,-0.00942385,1.20947,79.5026,1033.96,-415.747,-5.57433,132.246,126.119,-75.8478,-399.625,1206.36
1137,0,5.75067,0.811994,1.50884,78.064,1029.94,-424.86,-6.4415,132.708,126.307,-73.505,-407.448,1202.19
1138,0,6.14798,1.58395,1.82878,76.8584,1025.06,-433.984,-7.19653,133.156,126.454,-71.3344,-415.294,1197.15
1139,0,6.50996,1.97908,2.18941,75.7254,1019.11,-443.078,-7.62862,133.506,126.438,-69.1138,-423.23,1191.02
1140,0,6.80314,2.27439,2.58982,74.664,1012.8,-451.621,-7.99735,133.818,126.42,-66.8454,-430.818,1184.55
1141,0,7.01493,2.55659,2.99566,73.6502,1005.65,-459.972,-8.37156,134.133,126.399,-64.6092,-438.45,1177.25
1142,0,7.17189,2.76006,3.40858,72.6049,998.245,-468.231,-8.68779,134.474,126.29,-62.3207,-446.156,1169.71
1143,0,7.25175,2.80248,3.79645,71.6711,990.87,-476.07,-8.86073,134.751,126.121,-60.2186,-453.701,1162.22
1144,0,7.26295,2.69794,4.14126,70.635,983.74,-483.415,-8.94118,134.966,125.899,-58.1429,-460.993,1155.01
1145,0,7.18974,2.50549,4.42506,69.3435,976.918,-490.369,-8.9764,135.116,125.638,-55.9949,-468.179,1148.16
1146,0,7.10878,2.26972,4.62688,67.909,970.745,-497.195,-9.00335,135.268,125.305,-53.9504,-475.284,1141.97
1147,0,7.03607,2.04205,4.74371,66.495,965.499,-503.71,-9.02736,135.389,124.966,-52.1826,-482.062,1136.73
